local_x_km,local_y_km,positive_gp_Hi_m,positive_gp_Hs_m,positive_gp_Hi_std_m,positive_gp_Hs_std_m,positive_gp_pred_cs2_m,positive_gp_pred_is2_m
12.5,12.5,2.5761591267280286,0.15428438752039939,0.10967264155355891,0.01609462688489459,0.18202103176925075,0.38330394665832446
23.295454545454547,12.5,2.6097000374042203,0.15317975804322373,0.10000172904742863,0.015118200622860905,0.18625142162351896,0.38609321181675194
34.09090909090909,12.5,2.6433573401710797,0.15231196454625492,0.0926724943554681,0.014494559560347143,0.19035266971239162,0.38906231680677367
44.88636363636363,12.5,2.6766915475065822,0.15168403053868684,0.0871732363209485,0.014013712878946292,0.19427618782599052,0.39216661795725266
55.68181818181818,12.5,2.7091566561514537,0.1512990237206223,0.08301714052506073,0.013518333461411933,0.19796202324539025,0.39535016474046775
66.47727272727272,12.5,2.740100652622187,0.1511615022317838,0.0799341686698389,0.01298055427556492,0.2013380482862386,0.3985467761246385
77.27272727272727,12.5,2.7687732472913242,0.15127241789984572,0.0778984088436826,0.012509434995900202,0.20432382933059112,0.4016772602678151
88.06818181818181,12.5,2.7943470768696783,0.15162054125510954,0.076978457593133,0.01228473133328294,0.20683800806970812,0.40464560864013105
98.86363636363636,12.5,2.8159591665129318,0.15217609063194731,0.07709171796073874,0.012408314284078143,0.20880652214548295,0.4073389050463276
109.6590909090909,12.5,2.832767789216881,0.15289203598216153,0.07784193194488802,0.012766611653505292,0.21016787841881485,0.4096342998786377
120.45454545454545,12.5,2.843983281823768,0.15370814448833275,0.07864713597854468,0.01310380110146496,0.210874015565069,0.41140515071127304
131.25,12.5,2.8488854856261656,0.15455865690834572,0.07901501204268505,0.013200900825558486,0.2108875732267178,0.4125283061864202
142.04545454545453,12.5,2.8468584706625,0.1553841804934915,0.07872968412146897,0.012979992963746528,0.2101784811456035,0.41289621091748085
152.8409090909091,12.5,2.8374364043284883,0.15613982458051817,0.0778984923953477,0.012536718660850247,0.20872397990133087,0.4124275401055668
163.63636363636363,12.5,2.820347841434653,0.156791726115455,0.07686560687434536,0.01211572020956911,0.20651541169755114,0.4110694574452799
174.4318181818182,12.5,2.795544234261155,0.1572953016850142,0.07601073476837622,0.011988005037660955,0.20357425152384234,0.4087852733929846
185.22727272727272,12.5,2.7632023977845015,0.15755562206031865,0.07550001965565252,0.012226101507087587,0.1999760494015805,0.40552669114275525
196.02272727272725,12.5,2.7237210159520746,0.157418395414323,0.07519685942558424,0.012628291828414845,0.19585544684545497,0.40122705958861915
206.8181818181818,12.5,2.677721486191053,0.15671366432388062,0.07482342851373468,0.012913720717651343,0.19138015380246787,0.3958323583645648
217.61363636363635,12.5,2.6260258791092532,0.15529570700993467,0.07417061069960476,0.01290744679903917,0.1867247579252453,0.38932706318173954
228.4090909090909,12.5,2.5696167985896237,0.15306819095027932,0.07322246235636709,0.012608188698348092,0.18205142028321963,0.3817476575139367
239.20454545454544,12.5,2.5095948366358436,0.14999989945691444,0.07215082812979076,0.012168461633198279,0.17749594856214027,0.3731892230469854
250.0,12.5,2.4471490376043303,0.14613791557828038,0.0711877893334374,0.011797938517423435,0.17315677453270858,0.36381161716557325
260.7954545454545,12.5,2.3835516559810905,0.14162532418817392,0.07043247172601748,0.01160151723700339,0.16908381742343642,0.3538514308732195
271.59090909090907,12.5,2.3201326561768325,0.13670361912054557,0.06974903695692732,0.011489425966456811,0.1652743310601835,0.3436209763345212
282.3863636363636,12.5,2.2581536334075856,0.1316642799882816,0.06890527652423706,0.011296349322857077,0.1616884206141843,0.3334606296415456
293.1818181818182,12.5,2.1986710898115773,0.12679968863419167,0.067789211668888,0.01092832379562715,0.15826382089502308,0.32368957359435224
303.9772727272727,12.5,2.1424372858315017,0.12237237865841334,0.06654867717353193,0.010419016356411757,0.1549237186646764,0.3145735022503173
314.77272727272725,12.5,2.0898322455150216,0.11859280669151356,0.0655958792377806,0.00991807136011114,0.1515827986177128,0.3063016668025324
325.5681818181818,12.5,2.040820374572178,0.11559702464078536,0.06544969243424191,0.009630748718512265,0.14815596845166507,0.29896647135575777
336.3636363636364,12.5,1.9949282696042245,0.11341641630959887,0.06644322852259,0.009700076430095916,0.14457408190111554,0.292539713667002
347.1590909090909,12.5,1.9512567686185276,0.11194725271884369,0.06847268727583894,0.010089141111931557,0.14080341493825715,0.2868523425272093
357.95454545454544,12.5,1.9085832799116307,0.11097762608548574,0.0710732543502911,0.010624042694439617,0.13684046268741146,0.2816243933557221
368.75,12.5,1.8655308327604143,0.11024778332294223,0.07370823556716756,0.011125785512436008,0.13269387929444093,0.27652564052411654
379.5454545454545,12.5,1.8207493915140256,0.10949789072849704,0.07598698388509709,0.01148351953878732,0.12837523419290517,0.27122866851802796
390.34090909090907,12.5,1.773094830912059,0.10850581468254553,0.07773953661381182,0.01166831820792379,0.12389548576472541,0.26545463515583734
401.1363636363636,12.5,1.7217918811204416,0.1071171613317517,0.07897898358028194,0.011713720213885392,0.11926437461750278,0.2590118553186683
411.9318181818182,12.5,1.6665647259459249,0.10526607939544545,0.07980227827165871,0.011673948927372344,0.11449189357294234,0.2518244107523519
422.7272727272727,12.5,1.6077167564474972,0.1029846218941186,0.08028620967805297,0.011574445553171947,0.1095911825759951,0.24394725850011628
433.52272727272725,12.5,1.5461228519411687,0.10039840145130109,0.08047408167305053,0.011402110851226922,0.1045803033984709,0.23556233741438415
444.3181818181818,12.5,1.4831260627445837,0.09770965063106538,0.08047715189173195,0.011147005184214997,0.09948136499904943,0.22695559364848725
455.1136363636363,12.5,1.4203829784099864,0.09517304371019489,0.08058545351652112,0.010841623616970546,0.09431851239884971,0.2184834260672555
465.9090909090909,12.5,1.3596821860781063,0.09306790278355034,0.08131491672277126,0.0105768605158282,0.08911521181809438,0.21053371083769926
476.70454545454544,12.5,1.3027532164941216,0.09166824188395074,0.08334186286166119,0.010492475312211775,0.08389181525304194,0.20348428488460896
487.5,12.5,1.2510790965107754,0.09120669961835028,0.08731358064368502,0.010739071192716077,0.078667161117006,0.19765749222984386
12.5,23.295454545454547,2.5794696506696035,0.1514949552029925,0.10022653952266375,0.01516002682464207,0.18404036244017882,0.38168412059565754
23.295454545454547,23.295454545454547,2.6121533918932625,0.15027478118267673,0.09083594337654877,0.01420939449745157,0.18824855905578644,0.3843004504810777
34.09090909090909,23.295454545454547,2.645021467713279,0.14931380716583098,0.08390839806279067,0.01361611142208278,0.19232148151806133,0.3871196644226651
44.88636363636363,23.295454545454547,2.677678676791783,0.14862512253915636,0.07883212081117634,0.01316441049558171,0.1962092403914579,0.3901089496959507
55.68181818181818,23.295454545454547,2.7096202849337985,0.14822391996855505,0.07502995715493514,0.012693219282685193,0.19984903007955024,0.39322532140138466
66.47727272727272,23.295454545454547,2.74022705492929,0.14812803748856604,0.07218998245789573,0.012174703387019755,0.20316427582700128,0.39641547668849064
77.27272727272727,23.295454545454547,2.768766609280275,0.1483508523020521,0.07029802353991023,0.011720472798168803,0.2060690253800561,0.3996109155060895
88.06818181818181,23.295454545454547,2.7944081194457615,0.14888962944981654,0.069462663770574,0.011512209089389854,0.2084764753232789,0.402721266348882
98.86363636363636,23.295454545454547,2.8162574486551475,0.1497155531206196,0.06963480896278736,0.011651266757776427,0.21030866907125279,0.405630978869863
109.6590909090909,23.295454545454547,2.8334065848516583,0.1507711939601282,0.07043588463078439,0.01203020130915414,0.21150327228822016,0.40820279509371443
120.45454545454545,23.295454545454547,2.844969167660038,0.15197408644437987,0.07128384533427264,0.01239899927896781,0.21201521675944948,0.4102840604108156
131.25,23.295454545454547,2.8501104829210018,0.1532267346349037,0.0716784601898751,0.012536640451213416,0.21181391381507356,0.41171699073638623
142.04545454545453,23.295454545454547,2.848095719170464,0.15443194144132646,0.07140595789767362,0.01236000063458379,0.21087923036976597,0.41235464745420014
152.8409090909091,23.295454545454547,2.8383526968334873,0.15550551074732252,0.07059154056867191,0.011960102593561834,0.20920057546947388,0.41207659544522623
163.63636363636363,23.295454545454547,2.820534840397645,0.1563777236833472,0.0696048023557036,0.011576944187879475,0.20678272117612034,0.41079664995125653
174.4318181818182,23.295454545454547,2.7945672527003538,0.15697674844803777,0.06884006242401747,0.011472319863445444,0.20366062110847544,0.40845605119210737
185.22727272727272,23.295454545454547,2.760663887321819,0.15719828475937947,0.06845942603340711,0.011713175033773901,0.19991937857946493,0.40500382996471584
196.02272727272725,23.295454545454547,2.7193270733337127,0.1569004214151351,0.06830673132225476,0.012103043979166556,0.19569726908583737,0.4003931211893872
206.8181818181818,23.295454545454547,2.6713350903800412,0.1559387068071628,0.0680730992710069,0.012365140148646382,0.19116345989410705,0.394604637284971
217.61363636363635,23.295454545454547,2.617702464021113,0.15420131263234638,0.06752776700968761,0.012329079858762946,0.18649277013287935,0.38766730363683605
